#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,location
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T11:12:39.116653447Z,0.47,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T11:26:55.034260809Z,0.34,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T11:41:17.745736125Z,0.41,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T11:55:36.572644163Z,0.27,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T12:09:53.041593264Z,0.16,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T12:24:10.390836848Z,0.15,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T12:38:31.864232323Z,0.37,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T12:52:52.552093641Z,0.35,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T13:07:15.135413785Z,0.56,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T13:21:33.141269153Z,0.42,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T13:35:56.126328002Z,0.8,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T13:50:15.785793829Z,0.31,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T14:04:25.344910747Z,0.01,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T14:18:39.424290013Z,0.07,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T14:33:03.141095612Z,0.31,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T14:47:20.054431735Z,0.09,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T15:01:33.295635489Z,-0.55,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T15:15:50.28151938Z,-0.6,anomaly_score,data_calisti,SWS-01,orto-casa
,,1,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-28T15:30:02.565441114Z,-0.58,anomaly_score,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T10:09:52.100781896Z,7.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T10:24:10.87182822Z,7.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T10:38:29.181549214Z,6.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T10:52:47.205816641Z,6.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T11:07:06.889597837Z,6.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T11:21:23.477136408Z,5.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T11:35:42.082139313Z,6.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T11:50:04.216525803Z,13.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T12:04:41.035182425Z,19.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T12:18:58.510004526Z,15.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T12:33:09.782610743Z,9.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T12:47:26.657420878Z,9.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T13:01:44.595666772Z,9.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T13:16:01.444689533Z,8.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T13:30:18.081862203Z,7.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T13:44:34.503132393Z,6.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T13:58:51.065446993Z,6.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T14:13:07.914218861Z,6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T14:27:27.847164966Z,5.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T14:41:44.134837097Z,5.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T14:56:03.127829342Z,4.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T15:10:17.580755919Z,4.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T15:24:35.837300182Z,4.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T15:38:55.027177444Z,4.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T15:53:11.409536102Z,4.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T16:07:28.968433642Z,4.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T16:21:47.499335556Z,3.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T16:36:04.521537747Z,3.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T16:50:22.702707464Z,3.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T17:04:42.792776912Z,3.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T17:18:59.132016295Z,3.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T17:33:17.627625789Z,3.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T17:47:35.777830106Z,3.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T18:01:53.471324563Z,3.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T18:16:12.767518234Z,2.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T18:30:27.911009306Z,2.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T18:44:45.850642519Z,2.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T18:59:03.786824922Z,1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T19:13:19.367524401Z,1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T19:27:36.974385481Z,1.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T19:41:54.494146329Z,1.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T19:56:12.264205822Z,1.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T20:10:29.711189627Z,1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T20:24:47.959494031Z,1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T20:39:05.504535276Z,1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T20:53:30.639734243Z,1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T21:07:41.137902604Z,1.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T21:21:58.814197736Z,1.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T21:36:15.781874137Z,1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T21:50:33.012713872Z,0.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T22:04:49.183288379Z,-0.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T22:19:05.077280864Z,-1.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T22:33:22.722928133Z,-1.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T22:47:37.424351218Z,-1.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T23:02:10.263793132Z,-1.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T23:16:16.259753987Z,-1.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T23:30:33.257669557Z,-1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T23:44:50.496958675Z,-1.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T23:59:07.809218978Z,-1.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:13:25.01974271Z,-2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:27:42.178235138Z,-2.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:41:59.177051455Z,-2.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:56:21.130715317Z,-1.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:10:38.789836956Z,-0.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:24:54.885658889Z,-0.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:39:13.027601776Z,-0.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:53:29.979098941Z,-0.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:07:46.478928222Z,-1.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:22:02.748181171Z,-2.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:36:20.463218014Z,-1.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:50:38.790313337Z,-1.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:04:57.276708845Z,-1.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:19:15.132615689Z,-1.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:33:34.077453018Z,-1.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:47:49.986060997Z,-1.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:02:07.631697826Z,-1.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:16:24.598490958Z,-1.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:30:42.647116937Z,-1.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:45:00.759814963Z,-0.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:59:18.515472138Z,-0.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:13:37.009045855Z,-0.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:27:55.079632549Z,0,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:42:13.396258522Z,0.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:56:31.438194014Z,0.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:10:50.038595834Z,0.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:25:11.397293036Z,0.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:39:26.347488809Z,0.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:53:43.718763745Z,0.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:08:01.450852629Z,0.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:22:19.300739012Z,0.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:36:37.687901484Z,0.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:50:54.908348204Z,0.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:05:29.704527527Z,3.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:05:52.360697325Z,3.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:20:10.15311372Z,3.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:34:28.142085753Z,3.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:48:46.606759493Z,3.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:03:04.606296926Z,4.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:17:24.273562075Z,5.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:31:41.383099908Z,3.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:46:02.408583604Z,7.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:00:21.843031705Z,4.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:14:37.271919149Z,3.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:28:54.947931388Z,4.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:43:13.164650309Z,4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:57:36.822161286Z,11.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:11:55.086655468Z,11,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:26:17.462283774Z,9.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:40:30.795045087Z,5.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:54:45.473822643Z,3.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:09:00.659806472Z,3.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:23:17.863107736Z,3.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:37:35.55793095Z,3.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:51:54.819787573Z,4.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:06:13.465039042Z,4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:20:31.086485024Z,3.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:34:48.495819293Z,2.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:49:08.853105453Z,2.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:03:22.770331573Z,2.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:17:37.406393583Z,1.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:31:55.381672854Z,2.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:46:17.305048047Z,1.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:00:29.787006084Z,1.2,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:14:49.916129409Z,1.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:29:05.642443417Z,1.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:43:22.857890326Z,0.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:57:39.571547361Z,0,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:11:56.806679334Z,-0.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:26:11.23034064Z,-1.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:40:26.982185451Z,-2.1,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:54:43.169421921Z,-2.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:09:00.838113613Z,-2.3,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:23:17.203133259Z,-2.8,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:37:32.948958547Z,-3.4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:51:49.806749249Z,-3.5,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:06:07.034231774Z,-3.6,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:20:23.714699207Z,-3.7,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:34:40.632363622Z,-3.9,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:48:56.86281271Z,-4,bmp_temperature,data_calisti,SWS-01,orto-casa
,,2,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T20:03:13.117416558Z,-4.1,bmp_temperature,data_calisti,SWS-01,orto-casa
